,original,google_translate,,
2939,The containerRuntimeExecutor config value in the Argo parameters file controls which executor is used.,Argo 매개 변수 파일의 containerRuntimeExecutor 구성 값은 사용되는 실행기를 제어합니다.,,
2940,The pros and cons of each executor (based on the information here) are summarized in TABLE A-1.,여기에있는 정보를 기반으로 한 각 실행기의 장단점은 표 A-1에 요약되어 있습니다.,,
2941,This table should help you pick the correct value of the Argo executor.,이 표는 Argo 실행기의 올바른 값을 선택하는 데 도움이됩니다.,,
2942,Table A-1.,표 A-1.,,
2943,"Argo and Kubernetes APIs


Executor
Docker
Kubelet
Kubernetes API
PNC




Pros
Supports all workflow examples.","Argo 및 Kubernetes API


집행자
Docker
Kubelet
Kubernetes API
PNC




장점
모든 워크 플로우 예제를 지원합니다.",,
2944,"Most reliable, well tested, very scalable.",가장 신뢰할 수 있고 잘 테스트되었으며 확장 성이 뛰어납니다.,,
2945,Communicates with Docker daemon for heavy lifting.,무거운 작업을 위해 Docker 데몬과 통신합니다.,,
2946,Secure.,안전한.,,
2947,Can’t escape pod’s service account privileges.,포드의 서비스 계정 권한을 벗어날 수 없습니다.,,
2948,Medium scalability.,중간 규모의 확장 성.,,
2949,Log retrieval and container polling are done against Kubelet.,로그 검색 및 컨테이너 폴링은 Kubelet에 대해 수행됩니다.,,
2950,Secure.,안전한.,,
2951,Can’t escape privileges of pod’s service account.,포드의 서비스 계정 권한을 벗어날 수 없습니다.,,
2952,No extra configuration.,추가 구성이 없습니다.,,
2953,Secure.,안전한.,,
2954,Can’t escape service account privileges.,서비스 계정 권한을 벗어날 수 없습니다.,,
2955,Artifact collection can be done from base image layer.,아티팩트 수집은 기본 이미지 레이어에서 수행 할 수 있습니다.,,
2956,"Scalable: process polling is done over procfs, not kubelet/k8s API.",확장 가능 : 프로세스 폴링은 kubelet / k8s API가 아닌 procfs를 통해 수행됩니다.,,
2957,"Cons
Least secure.","단점
가장 안전하지 않습니다.",,
2958,Requires docker.sock of host to be mounted (often rejected by OPA).,호스트의 docker.sock을 마운트해야합니다 (종종 OPA에서 거부 됨).,,
2959,Additional kubelet configuration may be required.,추가 kubelet 구성이 필요할 수 있습니다.,,
2960,"Can only save params/artifacts in volumes (e.g., emptyDir), and not the base image layer (e.g., /tmp).",기본 이미지 레이어 (예 : / tmp)가 아닌 볼륨 (예 : emptyDir)에만 매개 변수 / 아티팩트를 저장할 수 있습니다.,,
2961,Least scalable.,확장 성이 가장 낮습니다.,,
2962,Log retrieval and container polling are done against k8s API server.,k8s API 서버에 대해 로그 검색 및 컨테이너 폴링이 수행됩니다.,,
2963,"Can only save params/artifacts in volumes (e.g., emptyDir), and not the base image layer (e.g., /tmp).",기본 이미지 레이어 (예 : / tmp)가 아닌 볼륨 (예 : emptyDir)에만 매개 변수 / 아티팩트를 저장할 수 있습니다.,,
2964,Processes no longer run with pid 1.,프로세스는 더 이상 pid 1로 실행되지 않습니다.,,
2965,Artifact collection may fail for containers completing too fast.,컨테이너가 너무 빨리 완료되면 아티팩트 수집이 실패 할 수 있습니다.,,
2966,Can’t capture artifact directories from base image layer with volume mounted under it.,볼륨이 마운트 된 기본 이미지 레이어에서 아티팩트 디렉토리를 캡처 할 수 없습니다.,,
2967,Immature.,미성숙.,,
2968,"Argo Config
docker
kubelet
k8sapi
pns





Appendix B. Cloud-Specific Tools and Configuration
Cloud-specific tools can accelerate your development, but they can also cause vendor lock-in.","Argo 구성
도커
Kubelet
k8sapi
pns





부록 B. 클라우드 관련 도구 및 구성
클라우드 전용 도구는 개발을 가속화 할 수 있지만 공급 업체에 종속 될 수도 있습니다.",,
2969,B.1.,B.1.,,
2970,"Google Cloud
Since Kubeflow originates from Google, it is no surprise that there are some extra features available when running on Google Cloud.","구글 클라우드
Kubeflow는 Google에서 시작되었으므로 Google Cloud에서 실행할 때 사용할 수있는 추가 기능이 있다는 것은 놀라운 일이 아닙니다.",,
2971,"We’ll quickly point out how to use TPUs and Dataflow to accelerate your machine learning pipelines, and more Google-specific components are available in the Kubeflow GitHub repo.",TPU 및 Dataflow를 사용하여 머신 러닝 파이프 라인을 가속화하는 방법을 빠르게 설명하고 Kubeflow GitHub 저장소에서 더 많은 Google 관련 구성 요소를 사용할 수 있습니다.,,
2972,B.1.1.,B.1.1.,,
2973,"TPU-Accelerated Instances
Different parts of the machine learning process can benefit from not only different numbers of machines, but also different types of machines.","TPU 가속 인스턴스
머신 러닝 프로세스의 여러 부분은 다양한 머신 수뿐만 아니라 다양한 유형의 머신에서 이점을 얻을 수 있습니다.",,
2974,"The most common example is with model serving: often lots of low-memory machines can perform reasonably well, but for model training, high-memory or TPU accelerated machines can offer greater benefits.",가장 일반적인 예는 모델 제공입니다. 많은 저 메모리 머신이 합리적으로 잘 수행 될 수 있지만 모델 학습의 경우 높은 메모리 또는 TPU 가속 머신이 더 큰 이점을 제공 할 수 있습니다.,,
2975,"While there is a handy built-in shorthand for using GPUs, with TPUs you need to explicitly import kfp.gcp as gcp.",GPU 사용에 대한 편리한 기본 제공 약어가 있지만 TPU를 사용하면 kfp.gcp를 gcp로 명시 적으로 가져와야합니다.,,
2976,"Once you’ve imported kfp’s gcp you can add TPU resources to any container operation in a similar way to GPUs by adding .apply(gcp.use_tpu(tpu_cores=cores, tpu_resource=version, tf_version=tf_version)) to your container operation.","kfp의 gcp를 가져온 후에는 컨테이너 작업에 .apply (gcp.use_tpu (tpu_cores = cores, tpu_resource = version, tf_version = tf_version))을 추가하여 GPU와 유사한 방식으로 모든 컨테이너 작업에 TPU 리소스를 추가 할 수 있습니다.",,
2977,"Warning
TPU nodes are only available in certain regions.","경고
TPU 노드는 특정 지역에서만 사용할 수 있습니다.",,
2978,Check this Google Cloud page for a list of supported regions.,지원되는 지역 목록은이 GCP 페이지를 확인하세요.,,
2979,B.1.2.,B.1.2.,,
2980,"Dataflow for TFX
On Google Cloud you can configure Kubeflow’s TFX components to use Google’s Dataflow for distributed processing.","TFX 용 데이터 흐름
Google Cloud에서는 분산 처리를 위해 Google의 Dataflow를 사용하도록 Kubeflow의 TFX 구성 요소를 구성 할 수 있습니다.",,
2981,"To do this, you will need to specify a distributed output location (since there is not a shared persistent volume between the workers), and configure TFX to use the Dataflow runner.",이렇게하려면 분산 출력 위치를 지정하고 (작업자간에 공유 된 영구 볼륨이 없기 때문에) Dataflow 실행기를 사용하도록 TFX를 구성해야합니다.,,
2982,The simplest way to show this is by revisiting EXAMPLE 5-8, to use Dataflow we would change it to EXAMPLE B-1.,이를 보여주는 가장 간단한 방법은 예 5-8을 다시 방문하는 것입니다.Dataflow를 사용하려면 예 B-1로 변경합니다.,
2983,Example B-1.,예 B-1.,,
2984,"Changing the pipeline to use Dataflow
generated_output_uri = root_output_uri + kfp.dsl.EXECUTION_ID_PLACEHOLDER
beam_pipeline_args = [
    '--runner=DataflowRunner',
    '--project=' + project_id,
    '--temp_location=' + root_output_uri + '/tmp'),
    '--region=' + gcp_region,
    '--disk_size_gb=50', # Adjust as needed
]

records_example = tfx_csv_gen(
    input_uri=fetch.output, # Must be on distributed storage
    beam_pipeline_args=beam_pipeline_args,
    output_examples_uri=generated_output_uri)
As you can see, changing the pipeline to use Dataflow is relatively simple and opens up a larger scale of data for processing.","Dataflow를 사용하도록 파이프 라인 변경
generated_output_uri = root_output_uri + kfp.dsl.EXECUTION_ID_PLACEHOLDER
beam_pipeline_args = [
    '--runner = DataflowRunner',
    '--project ='+ project_id,
    '--temp_location ='+ root_output_uri + '/ tmp'),
    '--region ='+ gcp_region,
    '--disk_size_gb = 50', # 필요에 따라 조정
]

records_example = tfx_csv_gen (
    input_uri = fetch.output, # 분산 스토리지에 있어야합니다.
    beam_pipeline_args = beam_pipeline_args,
    output_examples_uri = generated_output_uri)
보시다시피 Dataflow를 사용하도록 파이프 라인을 변경하는 것은 비교적 간단하며 처리 할 데이터의 규모가 더 커집니다.",,
2985,"While cloud-specific accelerations can be beneficial, be careful that the trade-off is worth the additional future headache if you ever need to change providers.","클라우드 별 가속화가 도움이 될 수 있지만, 공급자를 변경해야하는 경우 향후 추가 골칫거리가 될 가치가 있다는 점에주의하십시오.",,
2986,"Appendix C. Using Model Serving in Applications
In CHAPTER 8 you learned different approaches for exposing model servers provided by Kubeflow.","부록 C. 애플리케이션에서 모델 제공 사용
8 장에서는 Kubeflow에서 제공하는 모델 서버를 노출하는 다양한 접근 방식을 배웠습니다.",,
2987,"As described there, Kubeflow provides several ways of deploying trained models and providing both REST and gRPC interfaces for running model inference.",여기에 설명 된대로 Kubeflow는 학습 된 모델을 배포하고 모델 추론을 실행하기위한 REST 및 gRPC 인터페이스를 모두 제공하는 여러 방법을 제공합니다.,,
2988,"However, it falls short in providing support for using these models in custom applications.",그러나 사용자 지정 응용 프로그램에서 이러한 모델을 사용하기위한 지원을 제공하는 데는 부족합니다.,,
2989,Here we will present some of the approaches to building applications by leveraging model servers exposed by Kubeflow.,여기에서는 Kubeflow에서 제공하는 모델 서버를 활용하여 애플리케이션을 구축하는 몇 가지 접근 방식을 소개합니다.,,
2990,"When it comes to applications leveraging model inference, they can be broadly classified into two categories: real time and batch applications.",모델 추론을 활용하는 애플리케이션의 경우 실시간 및 배치 애플리케이션의 두 가지 범주로 크게 분류 할 수 있습니다.,,
2991,"In the real time/stream applications model, inference is done on data directly as it is produced or received.",실시간 / 스트림 애플리케이션 모델에서는 데이터가 생성되거나 수신 될 때 직접 추론이 수행됩니다.,,
2992,"In this case, typically only one request is available at a time and it can be used for inferencing as it arrives.",이 경우 일반적으로 한 번에 하나의 요청 만 사용할 수 있으며 도착시 추론에 사용할 수 있습니다.,,
2993,In the batch scenarios all of the data is available up front and can be used for inference either sequentially or in parallel.,배치 시나리오에서는 모든 데이터를 미리 사용할 수 있으며 순차적으로 또는 병렬로 추론에 사용할 수 있습니다.,,
2994,We will start from the streaming use case and then take a look at possible batch implementations.,스트리밍 사용 사례부터 시작한 다음 가능한 배치 구현을 살펴 보겠습니다.,,
2995,C.1.,C.1.,,
2996,"Building Streaming Applications Leveraging Model Serving
The majority of today’s streaming applications leverage Apache Kafka as the data backbone of a system.","모델 서빙을 활용 한 스트리밍 애플리케이션 구축
오늘날 스트리밍 애플리케이션의 대부분은 Apache Kafka를 시스템의 데이터 백본으로 활용합니다.",,
2997,The two possible options for implementing streaming applications themselves are: usage of stream processing engines and usage of stream processing libraries.,스트리밍 애플리케이션 자체를 구현할 수있는 두 가지 옵션은 스트림 처리 엔진 사용과 스트림 처리 라이브러리 사용입니다.,,
2998,C.1.1.,C.1.1.,,
2999,"Stream Processing Engines and Libraries
As defined in the article “Defining the Execution Semantics of Stream Processing Engines,”[1] modern stream processing engines are based on organizing computations into blocks and leveraging cluster architectures.","스트림 처리 엔진 및 라이브러리
""스트림 처리 엔진의 실행 의미 정의""기사에 정의 된대로 최신 스트림 처리 엔진은 계산을 블록으로 구성하고 클러스터 아키텍처를 활용하는 것을 기반으로합니다.",,
3000,"[2]
Splitting computations in blocks enables execution parallelism, where different blocks run on different threads on the same machine, or on different machines.","[2]
블록으로 계산을 분할하면 다른 블록이 동일한 시스템 또는 다른 시스템의 다른 스레드에서 실행되는 병렬 실행이 가능합니다.",,
3001,It also enables failover by moving execution blocks from failed machines to healthy ones.,또한 실패한 컴퓨터에서 정상 컴퓨터로 실행 블록을 이동하여 장애 조치를 활성화합니다.,,
3002,"Additionally, checkpointing supported by modern engines further improves the reliability of cluster-based execution.",또한 최신 엔진이 지원하는 체크 포인트는 클러스터 기반 실행의 안정성을 더욱 향상시킵니다.,,
3003,"Stream processing libraries, on the other hand, are libraries with a domain-specific language providing a set of constructs that simplify building streaming applications.",반면 스트림 처리 라이브러리는 스트리밍 애플리케이션 구축을 단순화하는 일련의 구성을 제공하는 도메인 별 언어를 사용하는 라이브러리입니다.,,
3004,Such libraries typically do not support distribution and/or clustering—this is typically left as an exercise for developers.,이러한 라이브러리는 일반적으로 배포 및 / 또는 클러스터링을 지원하지 않습니다. 이는 일반적으로 개발자를위한 연습으로 남겨집니다.,,
3005,"Because these options sound similar, they are often used interchangeably.",이러한 옵션은 비슷하게 들리기 때문에 종종 같은 의미로 사용됩니다.,,
3006,"In reality, as Jay Kreps has outlined in his blog, stream processing engines and stream processing libraries are two very different approaches to building streaming applications and choosing one of them is a trade-off between power and simplicity.",실제로 Jay Kreps가 그의 블로그에서 설명했듯이 스트림 처리 엔진과 스트림 처리 라이브러리는 스트리밍 애플리케이션을 구축하는 매우 다른 두 가지 접근 방식이며 그중 하나를 선택하는 것은 성능과 단순성 사이의 균형입니다.,,
3007,"As described previously, stream processing engines provide more functionality, but require a developer to  adhere to their programming model and deployment.",앞서 설명한 것처럼 스트림 처리 엔진은 더 많은 기능을 제공하지만 개발자는 프로그래밍 모델 및 배포를 준수해야합니다.,,
3008,They also often require a steeper learning curve for mastering their functionality.,또한 기능을 마스터하기 위해 더 가파른 학습 곡선이 필요한 경우가 많습니다.,,
3009,"Stream processing libraries, on another hand, are typically easier to use, providing more flexibility, but require specific implementation of deployment, scalability, and load 
balancing.","반면에 스트림 처리 라이브러리는 일반적으로 사용하기 쉽고 더 많은 유연성을 제공하지만 배포, 확장 성 및로드의 특정 구현이 필요합니다.
균형.",,
3010,"Today’s most popular stream processing engines include the following:


Apache Spark


Apache Flink


Apache Beam


The most popular stream libraries are:


Apache Kafka streams


Akka streams


All of these can be used as a platform for building streaming applications including model
serving.","오늘날 가장 널리 사용되는 스트림 처리 엔진은 다음과 같습니다.


Apache Spark


Apache Flink


Apache Beam


가장 인기있는 스트림 라이브러리는 다음과 같습니다.


Apache Kafka 스트림


Akka 스트림


이들 모두는 모델을 포함한 스트리밍 애플리케이션 구축을위한 플랫폼으로 사용할 수 있습니다.
피복재.",,
3011,"[3]
A side-by-side comparison of stream processing engines (Flink) and stream processing libraries (Kafka streams), done jointly by data Artisans (currently Vervetica) and Confluent teams, also emphasizes yet another difference between stream processing engines and libraries: enterprise ownership.","[삼]
데이터 장인 (현재 Vervetica)과 Confluent 팀이 공동으로 수행 한 스트림 처리 엔진 (Flink)과 스트림 처리 라이브러리 (Kafka 스트림)를 나란히 비교 한 결과 스트림 처리 엔진과 라이브러리 간의 또 다른 차이점 인 엔터프라이즈 소유권도 강조합니다..",,
3012,"Stream processing engines are typically owned and managed centrally by enterprise-wide units, while stream processing libraries are typically under the purview of individual development teams, which often makes their adoption much simpler.","스트림 처리 엔진은 일반적으로 전사적 단위가 중앙에서 소유하고 관리하는 반면, 스트림 처리 라이브러리는 일반적으로 개별 개발 팀의 권한하에 있으므로 채택이 훨씬 더 간단 해집니다.",,
3013,"A stream processing engine is a good fit for applications that require features provided out of the box by such engines, including cluster scalability and high throughput through parallelism across a cluster, event-time semantics, checkpointing, built-in support for monitoring and management, and mixing of stream and batch processing.","스트림 처리 엔진은 클러스터, 이벤트 시간 의미 체계, 검사 점, 모니터링 및 관리를위한 내장 지원을 통한 클러스터 확장 성 및 높은 처리량을 포함하여 이러한 엔진에서 즉시 제공되는 기능을 필요로하는 애플리케이션에 적합합니다.및 스트림 및 배치 처리의 혼합.",,
3014,The drawback of using engines is that you are constrained by the programming and deployment models they provide.,엔진 사용의 단점은 엔진이 제공하는 프로그래밍 및 배포 모델의 제약을 받는다는 것입니다.,,
3015,"In contrast, the stream processing libraries provide a programming model that allows developers to build the applications or microservices the way that fits their precise needs and deploy them as simple standalone Java applications.",반대로 스트림 처리 라이브러리는 개발자가 정확한 요구 사항에 맞는 방식으로 애플리케이션 또는 마이크로 서비스를 빌드하고 간단한 독립형 Java 애플리케이션으로 배포 할 수있는 프로그래밍 모델을 제공합니다.,,
3016,"But in this case they need to roll out their own scalability, high availability, and monitoring solutions (Kafka-based implementations support some of them by leveraging Kafka).","그러나이 경우에는 자체 확장 성, 고 가용성 및 모니터링 솔루션을 출시해야합니다 (Kafka 기반 구현은 Kafka를 활용하여 일부를 지원합니다).",,
3017,C.1.2.,,,
3018,"Introducing Cloudflow
In reality, most of the streaming application implementations require usage of multiple engines and libraries for building individual applications, which creates additional integration and maintenance complexities.",,,
3019,"Many of these can be alleviated by using an open source project, like Cloudflow, which allows you to quickly develop, orchestrate, and operate distributed streaming applications on Kubernetes.",,,
3020,"Cloudflow supports building streaming applications as a set of small, composable components communicating over Kafka and wired together with schema-based contracts.",,,
3021,This approach can significantly improve reuse and allows you to dramatically accelerate streaming application development.,,,
3022,"At the time of this writing, such components can be implemented using Akka Streams; Flink and Spark streaming with Kafka Streams support is coming soon.",,,
3023,The overall architecture of Cloudflow is presented in FIGURE C-1.,,,
3024,Figure C-1.,,,
3025,"Cloudflow architecture

In the heart of Cloudflow is a Cloudflow operator, which is responsible for deploying/undeploying, management, and scaling of pipelines and individual streamlets.",,,
3026,The operator also leverages existing Flink and Spark operators to manage Flink and Spark streamlets.,,,
3027,A set of provided Helm charts allows for simple installation of the operator and supporting components.,,,
3028,A common challenge when building streaming applications is wiring all of the components together and testing them end-to-end before going into production.,,,
3029,Cloudflow addresses this by allowing you to validate the connections between components and to run your application locally during development to avoid surprises during deployment.,,,
3030,"Everything in Cloudflow is done in the context of an application, which represents a self-contained distributed system (graph) of data processing services connected together by data streams over Kafka.",,,
3031,"Cloudflow supports:

Development

By generating a lot of boilerplate code, it allows developers to focus on business logic.",,,
3032,"Build

It provides all the tooling for going from business logic to a deployable Docker image.",,,
3033,"Deploy

It provides Kubernetes tooling to deploy your distributed application with a single command.",,,
3034,"Operate

It provides all the tools you need to get insights, observability, and life cycle management for your distributed streaming application.",,,
3035,Another important operational concern directly supported by Cloudflow is an ability to scale individual components of the stream.,,,
3036,"When using Cloudflow for implementing streaming applications, model server invocation is typically implemented by a separate streamlet[4] based on a dynamically controlled stream pattern.",,,
3037,"In FIGURE C-2 an implementation contains a state, where a state is a URL to the model serving server, in the case when a model server is used for inference.",,,
3038,[5] The actual data processing in this case is done by invoking a model server to get an inference result.,,,
3039,This call can be done using either REST or gRPC (or any other interface supported by the model server).,,,
3040,Figure C-2.,,,
3041,"Dynamically controlled stream pattern

This state can be updated through an additional Kafka topic, which allows for switching the URL (in the case when model server deployment is moved) without redeployment of the applications.",,,
3042,The state is used by a data processor for processing incoming data.,,,
3043,"Additional streamlets (with the same architecture) can be introduced into the application to get model serving insights, such as explanation and drift detection (see SECTION 8.2 for more details).",,,
3044,C.2.,,,
3045,"Building Batch Applications Leveraging Model Serving
A typical batch application is implemented by reading a dataset containing all the samples and then processing them, invoking the model server for every one of them.",,,
3046,"The simplest batch application implementation is doing this sequentially, one data element at a time.",,,
3047,"Although such implementation will work, it is not very performant, due to the network overhead for processing every element.",,,
3048,One popular way to speed up processing is to use batching.,,,
3049,"TFServing, for example, supports two batching approaches: server-side batching and client-side batching.",,,
3050,Server-side batching is supported out of the box by TFServing.,,,
3051,"[6] To enable batching, set --enable_batching and --batching_parameters_file flags.",,,
3052,"To achieve the best trade-offs between latency and throughput, pick appropriate batching parameters.",,,
3053,[7] Some of the recommendations for the parameters values for both CPU and GPU usage can be found in this TFServing GitHub repo.,,,
3054,"Upon reaching full batch on the server side, inference requests are merged internally into a single large request (tensor) and a Tensorflow Session is run on the merged request.",,,
3055,You need to use asynchronous client requests to populate server-side batches.,,,
3056,Running a batch of requests on a single session is where CPU/GPU parallelism can really be leveraged.,,,
3057,Client-side batching is just grouping multiple inputs together on the client to make a single request.,,,
3058,"Although batching can significantly improve performance of the batch inference, it’s often not sufficient for reaching performance goals.",,,
3059,Another popular approach for performance improvement is multithreading.,,,
3060,"[8]
The idea behind this approach is to deploy multiple instances of a model server, split data processing into multiple threads, and allow each thread to do inference for part of the data it is responsible for.",,,
3061,One of the ways to implement multithreading is through a batch implementation via streaming.,,,
3062,This can be done by implementing software component[9] reading source data and writing each record to Kafka for processing.,,,
3063,This approach effectively turns batch processing into a streaming one to allow for better scalability through an architecture as shown in FIGURE C-3.,,,
3064,Figure C-3.,,,
3065,"Using stream processing for batch serving implementation

This deployment includes three layers:


Cloudflow-based stream processing that invokes model serving for every element of the stream.",,,
3066,Every streamlet of this solution can be scaled appropriately to provide required throughput.,,,
3067,A model server that does the actual model inference.,,,
3068,This layer can be independently scaled by changing the amount of model servers.,,,
3069,"Load balancers, for example Istio or Ambassador, that provide load balancing for inference REST/gRPC requests.",,,
3070,"Because every layer in this architecture can scale independently, such an architecture can provide a model serving solution that is quite scalable for both streaming and batch use cases.",,,
3071,"[1] L. Affetti et al., “Defining the Execution Semantics of Stream Processing Engines,” Journal of Big Data 4 (2017), https://oreil.ly/TcI39.",,,
3072,[2] Compare to MapReduce architecture.,,,
3073,"[3] For implementation details, see the report, Serving Machine Learning Models, and Kai Waehner’s project on GitHub.",,,
3074,"[4] Some of the examples of such implementations for TFServing integration can be found in this GitHub repo, and for Seldon integration, in this GitHub repo.",,,
3075,"[5] In the case of embedded model usage, the state is a model itself.",,,
3076,[6] See this TFServing document for more details.,,,
3077,"[7] For the complete definitions of available parameters, see this TFServing GitHub repo.",,,
3078,[8] Compare to the MapReduce programming model.,,,
3079,"[9] Streamlet, in the case of Cloudflow-based implementation.",,,
